edges h_den h_edge h_node h_norm degree density acc std
2 0.5 1.0 0.0008783487137407064 0.2075098752975464 0.000878348704435661 1.0 0.4758771929824562 0.010168441332780382
402 0.5000415444374084 0.7611939907073975 0.07722149789333344 0.6700147986412048 0.17654808959156784 0.006562622436985765 0.5114035087719299 0.01185022463693536
802 0.5001383423805237 0.7630922794342041 0.1288098394870758 0.6803584098815918 0.35221783047870003 0.0047133218928512655 0.5267543859649123 0.014496924457051223
1202 0.5001840591430664 0.7537437677383423 0.15786854922771454 0.6729764938354492 0.5278875713658322 0.004488323637259807 0.5456140350877192 0.011541839795562042
1602 0.5002702474594116 0.7303370833396912 0.1828952133655548 0.646903395652771 0.7035573122529645 0.004369527861877096 0.5565789473684211 0.010788047259867393
2002 0.5003506541252136 0.7192807197570801 0.205542653799057 0.6326136589050293 0.8792270531400966 0.004247987404568814 0.5644736842105263 0.007206875756646898
2402 0.5004117488861084 0.6952539682388306 0.23317214846611023 0.6070605516433716 1.054896794027229 0.003786183111290455 0.5539473684210525 0.01058554244398875
2802 0.5005266666412354 0.6795146465301514 0.2627599835395813 0.591755211353302 1.230566534914361 0.003525539399978862 0.5697368421052631 0.012347094965139692
3202 0.5005844235420227 0.6901936531066895 0.28202417492866516 0.6056674718856812 1.4062362758014932 0.003536745928655374 0.5807017543859649 0.015303812563480597
3602 0.5006276965141296 0.6885063648223877 0.2892996668815613 0.6029895544052124 1.5819060166886254 0.0036273479071753413 0.5767543859649122 0.004385964912280715
4002 0.5007014274597168 0.677161455154419 0.3140673041343689 0.5915848016738892 1.7575757575757576 0.003390140637468424 0.5820175438596491 0.008436571956873406
4402 0.500805675983429 0.6751476526260376 0.3371141850948334 0.5905744433403015 1.9332454984628897 0.0032912346391604586 0.5864035087719298 0.005925112318467682
4802 0.5008675456047058 0.6709704399108887 0.34995412826538086 0.5855528116226196 2.108915239350022 0.00329342631558733 0.5881578947368421 0.011748329154367448
5202 0.5008873343467712 0.6697424054145813 0.36267751455307007 0.5825341939926147 2.2845849802371543 0.0032896858672515 0.5951754385964912 0.006505437269382166
5602 0.5009084343910217 0.6740449666976929 0.3746297061443329 0.5854461789131165 2.4602547211242864 0.0032970163238209135 0.6096491228070176 0.01074337606483851
6002 0.5009516477584839 0.6794402003288269 0.3894493579864502 0.5902419686317444 2.6359244620114186 0.003295719737528485 0.6030701754385965 0.013066200973479158
6402 0.5010011792182922 0.6847860217094421 0.40653038024902344 0.5952993035316467 2.8115942028985508 0.0032639951055368614 0.6118421052631579 0.005591030168413137
6802 0.5010741949081421 0.6871508359909058 0.4222857654094696 0.597504734992981 2.987263943785683 0.003224069513251769 0.612280701754386 0.014245948920098006
7202 0.5011401176452637 0.6870313882827759 0.4389769732952118 0.5966059565544128 3.162933684672815 0.0031691188247946365 0.6078947368421053 0.010788047259867395
7602 0.5012168884277344 0.6906077861785889 0.45976585149765015 0.600562572479248 3.3386034255599473 0.0030939465767162 0.6096491228070176 0.011910943521052843
8002 0.501284122467041 0.6920769810676575 0.4752212464809418 0.6019623279571533 3.5142731664470794 0.0030622960255209195 0.6096491228070176 0.00514299973664849
8402 0.5013819932937622 0.697691023349762 0.4973708689212799 0.6081045866012573 3.6899429073342116 0.0030036578704273043 0.618421052631579 0.016189498969554187
8802 0.5014780163764954 0.7032492756843567 0.5085051655769348 0.6138736605644226 3.8656126482213438 0.003026062920931128 0.6197368421052631 0.008853784753590504
9202 0.5015341639518738 0.7041947245597839 0.517859697341919 0.6139575839042664 4.041282389108476 0.0030341378425769797 0.611842105263158 0.005371688032419255
9602 0.5016221404075623 0.7094355225563049 0.5289673805236816 0.618617057800293 4.216952129995608 0.0030425050824600627 0.6157894736842106 0.010448358990852271
