edges h_den h_den_train h_den_val h_den_test h_edge h_node h_norm degree density train_acc test_acc val_acc train_acc_std test_acc_std val_acc_std
126002 0.5005703568458557 0.5005112290382385 0.5007467269897461 0.5002947449684143 0.35935935378074646 0.45881950855255127 0.1550692319869995 24.226494904825994 0.005673809068368134 0.8298076923076924 0.5289145052833815 0.5445913461538462 0.013367248378937033 0.008608094838509068 0.0023812034562690886
128002 0.500576913356781 0.5005183815956116 0.5007469654083252 0.500304102897644 0.35804125666618347 0.4581972658634186 0.15353886783123016 24.611036339165544 0.00576386810026236 0.8292467948717949 0.5269932756964457 0.5459134615384615 0.02300705290287753 0.009328356108595748 0.00235067394418366
130002 0.5005806684494019 0.5005161166191101 0.5007221102714539 0.5003583431243896 0.3571329712867737 0.4574156105518341 0.15223513543605804 24.995577773505094 0.005851443497395382 0.8263621794871794 0.5344860710854947 0.5447115384615384 0.017455723050543964 0.011028259472481181 0.0024262775526666344
132002 0.5005850195884705 0.5005261301994324 0.5007129907608032 0.5003606677055359 0.35602492094039917 0.45706820487976074 0.15094684064388275 25.380119207844647 0.005938944080739621 0.8314903846153845 0.5342939481268012 0.5441105769230768 0.018937653312294547 0.005819454843750591 0.00188130719260797
134002 0.5005857348442078 0.50052809715271 0.5007081031799316 0.5003724098205566 0.3549349904060364 0.4566993713378906 0.1495705395936966 25.764660642184197 0.006026369921847244 0.8385416666666666 0.5319884726224784 0.5442307692307693 0.014660396204753191 0.008302513135958442 0.0018326863800453303
136002 0.5005856156349182 0.5005274415016174 0.5007102489471436 0.5003491044044495 0.3539212644100189 0.45618563890457153 0.14821961522102356 26.149202076523746 0.006108539423888763 0.839102564102564 0.5344860710854947 0.5462740384615384 0.015162555898411466 0.003878314935290335 0.0020379597305063874
138002 0.500576913356781 0.5005149245262146 0.500708818435669 0.5003301501274109 0.3529948890209198 0.4554750621318817 0.14675791561603546 26.533743510863296 0.006193118378395844 0.8495192307692306 0.5369836695485111 0.5486778846153847 0.01907909605378235 0.01030144600841845 0.0020817918360203176
140002 0.5005766749382019 0.5005130767822266 0.5007067322731018 0.5003138780593872 0.35192355513572693 0.45483478903770447 0.14522519707679749 26.918284945202846 0.006274894166457656 0.8356570512820513 0.5356388088376561 0.5459134615384615 0.011946897730566515 0.00487931800161392 0.0016237086641954779
142002 0.5005707144737244 0.5005121231079102 0.5007036328315735 0.5003257989883423 0.3508119583129883 0.4546516239643097 0.1436946541070938 27.302826379542395 0.006353768554980085 0.8483173076923078 0.5362151777137367 0.5510817307692307 0.018709549836790126 0.011044981634432108 0.00416358367204058
144002 0.5005728602409363 0.5005070567131042 0.5007334351539612 0.5002996921539307 0.34977293014526367 0.4542759954929352 0.1423385739326477 27.687367813881945 0.006440531994866252 0.8250801282051283 0.5258405379442844 0.5451923076923076 0.01342775159368107 0.005625955990142648 0.0025283273999954937
146002 0.500566840171814 0.5005003213882446 0.500718355178833 0.5002998113632202 0.3485979735851288 0.45429128408432007 0.14086571335792542 28.071909248221495 0.0065217045608246035 0.8348557692307692 0.5333333333333333 0.5492788461538461 0.008163644632660262 0.00581945484375057 0.0026875817037256933
148002 0.5005680322647095 0.5005029439926147 0.5007195472717285 0.5003374814987183 0.3477790653705597 0.4538460075855255 0.1398334801197052 28.456450682561044 0.006605456336693769 0.8411057692307693 0.5341018251681076 0.5491586538461538 0.015010945149349935 0.00744089019444266 0.0020990684130496404
150002 0.5005675554275513 0.5005097389221191 0.5007058382034302 0.5003257989883423 0.3469153940677643 0.4532892107963562 0.13881056010723114 28.840992116900598 0.006683417761596399 0.8350961538461539 0.5354466858789625 0.5475961538461538 0.014787399202448826 0.005155199948126295 0.0021834016976664634
152002 0.5005677938461304 0.5005050897598267 0.5006948709487915 0.5003021359443665 0.34606122970581055 0.4532313048839569 0.1376984864473343 29.225533551240147 0.006758255834498895 0.8591346153846156 0.5362151777137368 0.5522836538461539 0.03037429754898614 0.008190614312119957 0.005748535597869275
154002 0.5005635619163513 0.5005085468292236 0.5006951689720154 0.5003116726875305 0.3451383709907532 0.45310893654823303 0.13652847707271576 29.610074985579697 0.006844292414240352 0.853125 0.5367915465898175 0.5509615384615385 0.017224302762258812 0.005779676832465438 0.0025987678257740087
156002 0.5005602240562439 0.5005154013633728 0.500678300857544 0.5003002882003784 0.34411096572875977 0.4527253806591034 0.13509902358055115 29.994616419919247 0.0069273354035143345 0.8515224358974359 0.5392891450528339 0.5509615384615384 0.022760148325161777 0.006173398275911463 0.0020990684130496027
158002 0.500554621219635 0.5005164742469788 0.5006614327430725 0.500314474105835 0.3432614803314209 0.4524523913860321 0.1339520812034607 30.379157854258796 0.007013190223452504 0.8541666666666666 0.5317963496637849 0.55 0.010611316216465574 0.007175734638610204 0.0030465845806818895
160002 0.500544548034668 0.5005016326904297 0.5006469488143921 0.5003076195716858 0.3420582413673401 0.45236334204673767 0.13234387338161469 30.763699288598346 0.007090008751620158 0.8200320512820513 0.5269932756964457 0.542548076923077 0.01479228302463376 0.0027675043786528223 0.0019657965425235583
162002 0.500540554523468 0.5004952549934387 0.5006455779075623 0.5002960562705994 0.34141552448272705 0.4517078399658203 0.13140475749969482 31.148240722937896 0.007172592040044176 0.8305288461538461 0.5281460134486071 0.5466346153846154 0.009793194360240613 0.0076064679711159095 0.0017313534003470887
164002 0.500542163848877 0.5004841685295105 0.5006946921348572 0.5003031492233276 0.34064218401908875 0.45138633251190186 0.13043718039989471 31.532782157277445 0.007255033892539218 0.8491987179487179 0.5317963496637848 0.546875 0.018352245462139788 0.00524393623975261 0.004075919461012751
166002 0.5005421042442322 0.5004802942276001 0.5006784796714783 0.5002914071083069 0.3398633599281311 0.4514366090297699 0.12949426472187042 31.917323591616995 0.007337334578248902 0.8447115384615385 0.535638808837656 0.5456730769230769 0.021289839428767318 0.010225021395377648 0.006054519735459694
168002 0.5005383491516113 0.5004850625991821 0.5006794333457947 0.5002726912498474 0.3390911817550659 0.45150402188301086 0.12834884226322174 32.301865025956545 0.007413261460854033 0.8491987179487179 0.5354466858789625 0.5467548076923077 0.014906323029639842 0.005155199948126317 0.0028632522234547405
170002 0.5005358457565308 0.5004844665527344 0.5006694197654724 0.5002750754356384 0.3381724953651428 0.4510483145713806 0.1270977258682251 32.6864064602961 0.007498362950195313 0.8336538461538462 0.5316042267050912 0.5447115384615384 0.010109340950298189 0.008872046024221945 0.004240932395283018
172002 0.5005332827568054 0.5004807114601135 0.5006533265113831 0.5002632737159729 0.3374379277229309 0.4509662687778473 0.1259852796792984 33.070947894635644 0.007580208693058531 0.832772435897436 0.532180595581172 0.5461538461538462 0.013460584520534438 0.007252482646753837 0.003329782494518043
174002 0.5005295276641846 0.5004830360412598 0.5006494522094727 0.5003241300582886 0.3365018665790558 0.4505317807197571 0.12490242719650269 33.4554893289752 0.007661914426206264 0.8481570512820513 0.535254562920269 0.5478365384615385 0.02031253951091084 0.007265195158958311 0.005517730255354817
176002 0.5005255341529846 0.5004813075065613 0.5006349086761475 0.5003287196159363 0.33556434512138367 0.45011410117149353 0.12369056046009064 33.84003076331475 0.007733744271711472 0.8466346153846154 0.5381364073006724 0.5474759615384616 0.013963359990131465 0.004154034257529251 0.0035806416129245456
178002 0.500521183013916 0.5004880428314209 0.5006151795387268 0.5003052353858948 0.3346366882324219 0.44962018728256226 0.12237617373466492 34.2245721976543 0.007811798509472928 0.848076923076923 0.5390970220941402 0.5509615384615385 0.01774482476920369 0.005739623149390841 0.005280260249155957
180002 0.5005094408988953 0.5004973411560059 0.5006009936332703 0.5002865791320801 0.33350738883018494 0.4492744207382202 0.12102986127138138 34.60911363199385 0.007883047703032426 0.8392628205128206 0.5342939481268012 0.55 0.016485781857457582 0.008412923744788203 0.0060306123578375455
182002 0.5005106329917908 0.5004931688308716 0.5005868077278137 0.5002960562705994 0.3328534960746765 0.44898226857185364 0.12027238309383392 34.993655066333396 0.007967301154545558 0.8436698717948717 0.533525456292027 0.5509615384615385 0.015429621669116593 0.003995510920861722 0.0057548147210933175
184002 0.5005120635032654 0.5005071759223938 0.5005826354026794 0.500300943851471 0.33223551511764526 0.448745995759964 0.11938930302858353 35.37819650067295 0.008044750712936422 0.841826923076923 0.5362151777137367 0.5512019230769231 0.011757295390720976 0.008918727676030884 0.005707552918549878
186002 0.5005136132240295 0.5005001425743103 0.5005788803100586 0.500338613986969 0.3316308557987213 0.4484163224697113 0.11865408718585968 35.762737935012495 0.008128792958897768 0.8449519230769231 0.530835734870317 0.5507211538461538 0.008102463307755058 0.009402254988082323 0.004089188902933644
188002 0.5005086064338684 0.5004931092262268 0.5005679130554199 0.50031977891922 0.33089008927345276 0.4483339190483093 0.11771930754184723 36.14727936935205 0.008209332252158311 0.8561698717948719 0.5425552353506243 0.5524038461538462 0.013476673230412031 0.0034233486419222897 0.0033835789087161765
190002 0.5004984736442566 0.500479519367218 0.5005499720573425 0.5003150105476379 0.32998600602149963 0.4477823078632355 0.1165207028388977 36.531820803691595 0.008289734153641886 0.8405448717948717 0.5298751200768491 0.5483173076923077 0.020276948545071397 0.005064909251283029 0.006925413601388449
192002 0.5004926919937134 0.5004785656929016 0.5005304217338562 0.5002987384796143 0.3294028341770172 0.4474201500415802 0.11574903130531311 36.91636223803115 0.008366504872348945 0.8360576923076923 0.5304514889529299 0.5462740384615385 0.012667481101515998 0.006669185382405278 0.004185212823673128
194002 0.5004838109016418 0.5004698634147644 0.5005325078964233 0.5003033876419067 0.3285430073738098 0.4470071792602539 0.11460918188095093 37.3009036723707 0.008446600791986923 0.8397435897435896 0.5358309317963497 0.5469951923076922 0.020516967354277812 0.01455894039737413 0.007153714490362007
196002 0.5004679560661316 0.5004492998123169 0.5005284547805786 0.5002941489219666 0.32771095633506775 0.4466750919818878 0.11338198930025101 37.68544510671025 0.008530118103502526 0.8443910256410255 0.5387127761767531 0.5493990384615384 0.010782380698266687 0.005365702226232053 0.00448512215313588
198002 0.5004608631134033 0.5004544854164124 0.5005199909210205 0.5002846717834473 0.3268451988697052 0.44622060656547546 0.11241664737462997 38.0699865410498 0.008609973031053859 0.8209935897435898 0.5325648414985592 0.5413461538461538 0.01896687254856492 0.010202434618521973 0.007303599087701592
200002 0.500449538230896 0.5004503130912781 0.5004994869232178 0.5002659559249878 0.3260667324066162 0.4459456503391266 0.11149245500564575 38.45452797538935 0.008682451205112176 0.8398237179487179 0.5410182516810759 0.549639423076923 0.019465959658567938 0.00482224799155086 0.006325816041798423
