edges h_den h_edge h_node h_norm degree density acc std
2 0.4999999701976776 0.0 0.0 0.0 0.0002631578947368421 1.0 0.3614473684210527 0.0033416908155790193
4002 0.49999916553497314 0.2893553376197815 0.04576947167515755 0.1063729003071785 0.526578947368421 0.002763025989842669 0.3617105263157895 0.004197141554667521
8002 0.4999981224536896 0.29017746448516846 0.06619320809841156 0.1044028252363205 1.0528947368421053 0.0025995120635941616 0.3603947368421052 0.009366628302744408
12002 0.5000079870223999 0.2974504232406616 0.08249079436063766 0.10050823539495468 1.5792105263157894 0.002580802203293759 0.35250000000000004 0.011436776709188872
16002 0.5000156760215759 0.3018372654914856 0.09535247087478638 0.10112843662500381 2.1055263157894735 0.002684484044582365 0.35671052631578953 0.002152029899183715
20002 0.5000177621841431 0.3009698987007141 0.10358110815286636 0.09808008372783661 2.631842105263158 0.002736659026678663 0.36394736842105263 0.007492493935530506
24002 0.5000218749046326 0.29797518253326416 0.11035189777612686 0.09585685282945633 3.158157894736842 0.002808285436556056 0.3617105263157895 0.004843463768238433
28002 0.5000251531600952 0.2999785840511322 0.1178022176027298 0.09576046466827393 3.684473684210526 0.0029016588220396747 0.36289473684210527 0.005858588647603474
32002 0.5000231862068176 0.30048123002052307 0.1236649602651596 0.09384407103061676 4.21078947368421 0.0030139891213094364 0.3625 0.006595374228869544
36002 0.5000274777412415 0.3032609224319458 0.13047441840171814 0.09513683617115021 4.737105263157895 0.0031024861425675196 0.3584210526315789 0.005705127207547059
40002 0.5000302195549011 0.30513474345207214 0.13698841631412506 0.09436213970184326 5.263421052631579 0.003185787764510697 0.3611842105263158 0.0031892630640897143
44002 0.5000315308570862 0.3069860339164734 0.1436213105916977 0.09320538491010666 5.789736842105263 0.003250085680182469 0.3563157894736842 0.006588808399239101
48002 0.5000389814376831 0.3074871897697449 0.14699120819568634 0.09134924411773682 6.316052631578947 0.003365738434682714 0.3611842105263158 0.001918076281199137
52002 0.5000483393669128 0.3087189197540283 0.1507999300956726 0.0911911278963089 6.842368421052631 0.0034658753044687677 0.36052631578947364 0.0030148524308920093
56002 0.5000579953193665 0.3087032735347748 0.15472276508808136 0.08988185226917267 7.3686842105263155 0.0035865721484951794 0.3564473684210526 0.0027678531536792688
60002 0.5000619292259216 0.30892300605773926 0.15923075377941132 0.08949742466211319 7.895 0.003677142906169795 0.35539473684210526 0.0038474188203193316
64002 0.5000744462013245 0.30939656496047974 0.1636020839214325 0.08823417127132416 8.421315789473685 0.0037495404027302363 0.3555263157894737 0.0028902477153274707
68002 0.5000819563865662 0.30952030420303345 0.16624926030635834 0.08727506548166275 8.947631578947368 0.003833964452978147 0.356578947368421 0.0029051844955025495
72002 0.5000796318054199 0.3091580867767334 0.16841234266757965 0.08728785812854767 9.473947368421053 0.0039333400416769505 0.3527631578947369 0.0021520298991837
76002 0.5000840425491333 0.30970239639282227 0.17176377773284912 0.08746345341205597 10.000263157894738 0.0040285186169908265 0.3564473684210526 0.004349077337115349
80002 0.500088095664978 0.3097172677516937 0.17455796897411346 0.08657866716384888 10.52657894736842 0.004131395757162628 0.3559210526315789 0.008177501904378999
84002 0.5000949501991272 0.3089926242828369 0.17627228796482086 0.08520013839006424 11.052894736842106 0.00421636843597336 0.3559210526315789 0.0036333424398642218
88002 0.5001002550125122 0.30910658836364746 0.17883515357971191 0.08442945778369904 11.579210526315789 0.004323650933651547 0.3505263157894737 0.004012618600520225
92002 0.5001035928726196 0.3089498281478882 0.18047590553760529 0.08373534679412842 12.105526315789474 0.0044177502884440115 0.3509210526315789 0.007764830328326591
96002 0.5001130700111389 0.30857691168785095 0.18309232592582703 0.08267742395401001 12.631842105263157 0.004492896831291401 0.3526315789473684 0.004945163282359495
100002 0.5001195669174194 0.3087538182735443 0.1848098635673523 0.0824349969625473 13.158157894736842 0.004600139491840113 0.35381578947368425 0.004197141554667514
104002 0.5001282691955566 0.30897483229637146 0.18725961446762085 0.08203931152820587 13.684473684210527 0.004675219636695669 0.35618421052631577 0.002573369370474735
108002 0.5001274943351746 0.3088461458683014 0.1883842945098877 0.0816408321261406 14.21078947368421 0.004769706494479917 0.3501315789473684 0.0046380412452669915
112002 0.5001330971717834 0.3094230592250824 0.19154326617717743 0.08184148371219635 14.737105263157895 0.004846042256041609 0.35552631578947363 0.0011951251397753217
116002 0.5001380443572998 0.30975326895713806 0.19267548620700836 0.08114698529243469 15.263421052631578 0.004957052580515889 0.3536842105263158 0.003036310726109044
120002 0.5001447200775146 0.30939483642578125 0.19431041181087494 0.08031514286994934 15.789736842105263 0.005048358259186807 0.35263157894736846 0.0017406258625424888
124002 0.5001541376113892 0.30915629863739014 0.19638440012931824 0.07956574857234955 16.31605263157895 0.005138348634315262 0.3513157894736842 0.0031206687435872144
128002 0.5001596212387085 0.3093545138835907 0.19798704981803894 0.07943889498710632 16.842368421052633 0.005216658715461878 0.35355263157894734 0.003908802836187608
132002 0.5001644492149353 0.30914685130119324 0.19952194392681122 0.07864531874656677 17.368684210526315 0.005283249527056271 0.35276315789473683 0.005209429709165568
136002 0.5001710653305054 0.3092895746231079 0.20107823610305786 0.07832785695791245 17.895 0.005353010079254872 0.35197368421052627 0.005640272434040174
140002 0.5001739263534546 0.30888131260871887 0.20154279470443726 0.0775521844625473 18.421315789473685 0.005436854746791816 0.3539473684210526 0.0030505323998341136
144002 0.5001772046089172 0.30849573016166687 0.2023335099220276 0.07671386003494263 18.94763157894737 0.005537494856738537 0.3476315789473684 0.0037964573805930233
148002 0.5001924633979797 0.3085228502750397 0.20316427946090698 0.07647348940372467 19.47394736842105 0.005622742622814426 0.34736842105263155 0.003450029105822864
152002 0.5002030730247498 0.30827227234840393 0.20396459102630615 0.0758742019534111 20.000263157894736 0.005707760499512594 0.34605263157894733 0.004238190370633259
156002 0.5002073645591736 0.30797040462493896 0.2052374631166458 0.07547909021377563 20.52657894736842 0.005797142164467571 0.3452631578947368 0.005492534595984685
160002 0.5002118945121765 0.30793365836143494 0.20594611763954163 0.07513611018657684 21.052894736842106 0.00589340944576492 0.3409210526315789 0.0035244987463102185
164002 0.5002197027206421 0.30808159708976746 0.20749346911907196 0.07463347911834717 21.57921052631579 0.0059763393778896065 0.34355263157894733 0.0038754411776376666
168002 0.5002263188362122 0.30824631452560425 0.20868906378746033 0.07468308508396149 22.105526315789472 0.006061780352560495 0.3432894736842105 0.003585375419325958
172002 0.5002361536026001 0.3084033727645874 0.20965993404388428 0.074216827750206 22.631842105263157 0.006156889317957039 0.34394736842105267 0.0042228438252319075
